mean,median,std,n_users_with_score
0.017192022544373176,0.016337368531265606,0.007053159495554084,100
0.016798314120693054,0.016100138036845242,0.007059535589110105,100
0.016774254948801005,0.01582045459151987,0.006691500737947986,100
0.01612975912910689,0.014172858925847208,0.006639721028299021,100
0.015504599472609822,0.014457120357905754,0.006405480547160763,100
0.015114342222456582,0.013708244901178612,0.00675362519032202,100
0.01372496313904516,0.012061495910695353,0.006517919436065288,100
0.013527209623006808,0.012316060197835928,0.007237770256253349,100
0.013167547605974456,0.011839741404537609,0.0057157921838082,100
0.012947168020833259,0.011309981783525344,0.005689231384919761,100
0.01227675244817781,0.010819407171091491,0.005272457827552949,100
0.011877196687054415,0.010960179599760679,0.004353359695044458,100
0.011823414329677767,0.010900889792201775,0.0044383936007781925,100
0.011783819294181432,0.01072708557088975,0.004991561177415386,100
0.011470305161081789,0.010279058622074115,0.004975774103596533,100
0.01106355228125,0.010858763159617492,0.003941613032918223,100
0.011011478674149786,0.00990170866094433,0.004994925421854711,100
0.010879728797216472,0.0104842251187363,0.0037516763424333085,100
0.010799567598827884,0.007805556373851811,0.007262742114025963,100
0.010762529464067114,0.009952381177954245,0.0038828152685818633,100
0.010606714535945033,0.009321860640456432,0.005031642677224787,100
0.01029680790329805,0.009817162377765148,0.0033951993592415083,100
0.01026723661044986,0.009619159784726251,0.0037282987018655276,100
0.010242287246980461,0.00988633996575005,0.003364112040974704,100
0.01023614283945523,0.008854233362776852,0.00579087542322027,100
0.01019076434150762,0.009132725600852936,0.0039776908156341955,100
0.010170346370801133,0.009316352375278319,0.004485563933524511,100
0.010129327438004942,0.009633196073619121,0.0036880940231199524,100
0.010071876177652156,0.009443252094665781,0.003661173560094547,100
0.009960830120410926,0.008301232870908053,0.005087144527316847,100
0.009873070157198705,0.009240422714729708,0.003676971355255245,100
0.009639554167696358,0.00873211451242102,0.003583914207812699,100
0.009485690210094218,0.008792492221816795,0.003325273875725273,100
0.009431135223784423,0.00830922304442129,0.004297973612619787,100
0.009321163616371092,0.008606913054012868,0.003095808492086124,100
0.009246912132254642,0.008137362500904605,0.0044708614978359,100
0.009232152514417068,0.008848360715607757,0.003512014455574803,100
0.00910755563042736,0.008801854285296559,0.0033357055629014403,100
0.009105848779677213,0.008374105178285492,0.003236776088115581,100
0.008872422178443818,0.008195481822144614,0.0032159897938675275,100
0.008846452486094473,0.008131116427860706,0.0032235584282310093,100
0.008755556051841348,0.007789593901826101,0.004223030440625736,100
0.008742942693066344,0.008152224353142824,0.0035643049776342968,100
0.008712469419053133,0.007575163438956388,0.0037575020359641386,100
0.008571195567143747,0.007736358589235272,0.0038703859492931108,100
0.008455069346914557,0.007730672242900954,0.0031186716835576367,100
0.008308546145930705,0.007494610061714755,0.004899309624678397,100
0.008291265422015035,0.0075837955031498264,0.002996748091771189,100
0.008212515581766125,0.0076337727948400744,0.002897555373148613,100
0.008135253258097273,0.007027665118297133,0.0031865574766982148,100
0.008123955737124064,0.007620185688436869,0.0030234574395976896,100
0.008117591055413766,0.0072478407284213035,0.003346173263877215,100
0.008085469847590948,0.007500259741249147,0.0038032581635505584,100
0.008061791917168411,0.005554221040412733,0.006007768420321111,100
0.008049594533409149,0.007368496325594384,0.0032364339634207255,100
0.007946821438475417,0.007498751518344181,0.0026815766272525834,100
0.007815739384113583,0.007246848672340017,0.002844372790045958,100
0.007815467547389982,0.007263695584023275,0.002800997621959852,100
0.007717335781228014,0.006746944848235544,0.003845042032370903,100
0.00768710508194786,0.006588444783724733,0.004205638553596264,100
0.0075590439814205365,0.007175639671285691,0.0023935756952294736,100
0.007558367619632817,0.0071729278015248005,0.0030314583080144294,100
0.007508261464734744,0.0069967089748268155,0.002724380115848876,100
0.0074791740254611765,0.007066089877874148,0.002249609120164321,100
0.007326356976030191,0.006739690622650757,0.002666270875308757,100
0.007123526511420253,0.006727381242696129,0.0021129333345902192,100
0.006843904472624063,0.006272085078209843,0.0024266160045535792,100
0.006796021012292213,0.006414624641779221,0.0030007529983183587,100
0.006096122566183062,0.004974797618163326,0.004061282767790749,100
0.005710501756335517,0.004090302859168751,0.004336023200821166,100
0.005562442054939399,0.004429382288667476,0.004097640775460865,100
0.0054831622261444805,0.004859693339239462,0.0028946615683928434,100
0.005324521454797434,0.004612352355690547,0.00288708513573656,100
0.005158188946763957,0.004603159487058122,0.0022960170821635217,100
0.005072228941646859,0.0047149095866168885,0.002112097968028336,100
0.00492888776117766,0.004247487480290284,0.00339045874944281,100
0.004895150781551423,0.004103335006642606,0.002528971137456107,100
0.004836819903653159,0.004181861971260007,0.002280647456005326,100
0.004803162038924679,0.004365100232386716,0.0025909833710096026,100
0.004780791949945467,0.004017531479563513,0.0029897649519063023,100
0.004699593229419932,0.004067404558159611,0.003254928808133152,100
0.004684500604039371,0.004360557728741917,0.0019435970040008453,100
0.004507896225811756,0.00429016310972693,0.0019137661955777978,100
0.0044342229808261085,0.0038819528320064817,0.0022548753525625607,100
0.0044338881743590805,0.004498192079968397,0.0016377389778520818,100
0.00440464005411339,0.004090036446757959,0.0017520102407186976,100
0.004353852940955961,0.004019296282132037,0.001962496140153819,100
0.004352805283620178,0.0037447064069032416,0.0029908571236256162,100
0.004090592292076949,0.0039522972390430375,0.001421263261005356,100
0.0040310509144530484,0.004064839546591462,0.001395970548948683,100
0.00402088580289238,0.003953299670538774,0.0016283778143263957,100
0.004007561897098767,0.0037995073987919237,0.001554754943855206,100
0.0040026245459851475,0.003248795884412995,0.002445885604342314,100
0.003906158950857101,0.003500517573641524,0.002001616143667792,100
0.003868468736974796,0.0035413178540917214,0.0013920596150995652,100
0.0038527156623910856,0.003763970146130366,0.001346085977505225,100
0.003799867096306225,0.0036154612462128474,0.001311371234113329,100
0.0037804713709021108,0.00371353892970457,0.001138042204447468,100
0.0037288116898480366,0.0037017397874065557,0.0011924137126291816,100
0.003715736982461827,0.003709639508846119,0.0012400378963227392,100
0.003685066046021572,0.0035142251869212417,0.0012376464410722202,100
0.003676563973080414,0.0036316732022734274,0.001159325288904532,100
0.0035776599784411996,0.0035758041770119382,0.0011495660164467785,100
0.0035539331113748907,0.0035228902267470334,0.0010897830115671118,100
0.0035076288650012387,0.003372948335388144,0.0011853364284785646,100
0.003503861508971935,0.0033706638658930746,0.0012052428934091705,100
0.0035004228733443985,0.003222776037891132,0.0013374185712401985,100
0.0034959026788910956,0.0034995292105358916,0.0011974505149701122,100
0.003478321095544073,0.0031232863199999474,0.001424440032663226,100
0.0034504948676743153,0.0032545632365349186,0.001099383390612774,100
0.0034306975974443127,0.0028986555564419723,0.001774513585335991,100
0.0034127886001211,0.003137360721541139,0.0019367461185328663,100
0.0033870321965073875,0.0032935981881338297,0.000993877321643739,100
0.0033735599888911655,0.0030030345884049722,0.0021073664633976807,100
0.0033110554184536275,0.00323808522883384,0.001061254135040754,100
0.003309566577374315,0.002879055223411618,0.0015832207334864278,100
0.0032962427373600233,0.0031384007637592333,0.0015977807582495196,100
0.003287353006642536,0.0030662776923884756,0.0012804816292461682,100
0.0032800705500078257,0.003073308231182497,0.0011506304333338976,100
0.0031831274571710224,0.0032614347665641504,0.0009382708405342288,100
0.003176931434848122,0.003016320559700503,0.0011558917961673957,100
0.0031547247017835183,0.003240973608385618,0.0008706438742437402,100
0.00312827506239367,0.0029592936669644177,0.001040534812435381,100
0.0030999098332272113,0.00297296232356161,0.0010378346830644974,100
0.0030966843259774635,0.0028617872543790584,0.0015223458559081439,100
0.0030731651205385454,0.0028065153831391344,0.0014969429628513085,100
0.0030690667127163717,0.003038900171023976,0.0009531923513538867,100
0.0030110961086518943,0.0024940848222552653,0.0017591715447343517,100
0.0030051993861928607,0.002954514437444023,0.0008944644673986347,100
0.002962696626757967,0.00266105550502957,0.0011683844995151447,100
0.0028845766187221623,0.0028669536002247885,0.000879188880131612,100
0.0028045908492058224,0.0025495429008334453,0.0009617806204773727,100
0.0027202706884157622,0.0026243662045765323,0.0010161414683071879,100
0.0026896713883954614,0.0026821654866182503,0.0010132969748955383,100
0.0026792834160836204,0.0024535489032166055,0.0010845710221442475,100
0.002614161218754103,0.0025522254877621987,0.0008376622779804704,100
0.002566748854392573,0.0024374631143913522,0.0013042333386150086,100
0.0025464384175096742,0.0024171767707527377,0.0008661248627505623,100
0.0025339023518921046,0.0024669973985555673,0.0009215239462615474,100
0.002532040690241757,0.002494270689186534,0.0007481356863844668,100
0.0025147997578413434,0.0024478961237101903,0.0008149362771236263,100
0.0025002000850518034,0.002491421734067298,0.0008299138703935304,100
0.0024978123377951723,0.00238839067728903,0.0008385151942958866,100
0.002484988371661282,0.0024232477807066832,0.0009723260677673779,100
0.0024805208559961858,0.0024479809363548554,0.0008560209555853873,100
0.002458884562089172,0.002389956919656823,0.0007922988612460699,100
0.0024457113083429117,0.0023989196973095072,0.0007761789512178156,100
0.002439197739625286,0.002382395733355396,0.0008372190247912319,100
0.0024069772970347065,0.002319186770810857,0.0007356392585476445,100
0.002375233773728529,0.0022242687935390263,0.0010373623801979773,100
0.0022466160332229425,0.0022038221058378613,0.0012169470470341781,100
0.002225038210593272,0.0020314200389089064,0.0009107074789708878,100
0.0022004234599775113,0.0020624684598664895,0.0007054408822489953,100
0.0021446185293967695,0.0020000983486301114,0.000734266473938564,100
0.002133087542476389,0.002020885782253781,0.0007960636808664747,100
0.002108045570763157,0.0020052852804769497,0.0007110390965537196,100
0.002098953585905719,0.002024547906850854,0.0006779045670597336,100
0.002058632811877631,0.0020711237852134167,0.0006754697039644408,100
0.0020486623253577778,0.0020313710215478847,0.0006274256350577691,100
0.0019893289719320703,0.001947785519164163,0.0005392249003161548,100
